nombre,documento,fondo,institucion,motivo,fecha
Santiago,1559816791,Porvenir,Civil,Rechazado: En lista negra en los últimos 6 meses,2024-11-16
Anuel,1323842880,Inpec,Pública,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Lucia,1623399662,Minsalud,Pública,Rechazado: Tiene observación disciplinaria, sera pasado a la lista negra hasta el dd/MM/yyyy,2024-11-16
Juliana,1420953308,Minterior,Civil,Rechazado: Tiene observación disciplinaria, sera pasado a la lista negra hasta el dd/MM/yyyy,2024-11-16
Nicolas,1020403801,Porvenir,Civil,Rechazado: Alcanzó la edad para aplicar al RPM,2024-11-16
Espinoza,1099671305,Proteccion,Civil,Rechazado: Alcanzó la edad para aplicar al RPM,2024-11-16
Pancho,1668280606,Colfondos,Civil,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Orlando,1927052717,Old Mutual,Civil,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Santiago,1080117956,Porvenir,Civil,Rechazado: En lista negra en los últimos 6 meses,2024-11-16
Anuel,1617926526,Inpec,Pública,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Dahiana,1718185294,Policia,Civil,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Lucia,1639755876,Minsalud,Pública,Rechazado: Tiene observación disciplinaria, sera pasado a la lista negra hasta el dd/MM/yyyy,2024-11-16
Juliana,1554415781,Minterior,Civil,Rechazado: Tiene observación disciplinaria, sera pasado a la lista negra hasta el dd/MM/yyyy,2024-11-16
Nicolas,1918085925,Porvenir,Civil,Rechazado: Alcanzó la edad para aplicar al RPM,2024-11-16
Pancho,1680189355,Colfondos,Civil,Rechazado: Alcanzó la edad para aplicar al RPM,2024-11-16
Juana,1331609566,Colfondos,Civil,Rechazado: Alcanzó la edad para aplicar al RPM,2024-11-16
Orlando,1171391136,Old Mutual,Civil,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Santiago,1478880881,Porvenir,Civil,Rechazado: En lista negra en los últimos 6 meses,2024-11-16
Anuel,1156501021,Inpec,Pública,Rechazado: Alcanzó la edad para aplicar al RPM,2024-11-16
Dahiana,1865876005,Policia,Civil,Rechazado: Alcanzó la edad para aplicar al RPM,2024-11-16
Lucia,1007455023,Minsalud,Pública,Rechazado: Tiene observación disciplinaria, sera pasado a la lista negra hasta el dd/MM/yyyy,2024-11-16
Juliana,1215515952,Minterior,Civil,Rechazado: Tiene observación disciplinaria, sera pasado a la lista negra hasta el dd/MM/yyyy,2024-11-16
Paula,1695820738,Proteccion,Civil,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Pancho,1653260468,Colfondos,Civil,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Juana,1910981861,Colfondos,Civil,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Orlando,1491435778,Old Mutual,Civil,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Santiago,1420219339,Porvenir,Civil,Rechazado: En lista negra en los últimos 6 meses,2024-11-16
Anuel,1636741985,Inpec,Pública,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Dahiana,1912277276,Policia,Civil,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Lucia,1088652329,Minsalud,Pública,Rechazado: Tiene observación disciplinaria, sera pasado a la lista negra hasta el dd/MM/yyyy,2024-11-16
Juliana,1404154154,Minterior,Civil,Rechazado: Tiene observación disciplinaria, sera pasado a la lista negra hasta el dd/MM/yyyy,2024-11-16
Nicolas,1510637444,Porvenir,Civil,Rechazado: Alcanzó la edad para aplicar al RPM,2024-11-16
Espinoza,1610864975,Proteccion,Civil,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Paula,1363716450,Proteccion,Civil,Rechazado: Alcanzó la edad para aplicar al RPM,2024-11-16
Pancho,1826662378,Colfondos,Civil,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Juana,1534345721,Colfondos,Civil,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Orlando,1721904185,Old Mutual,Civil,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Santiago,1680062868,Porvenir,Civil,Rechazado: En lista negra en los últimos 6 meses,2024-11-16
Anuel,1192444703,Inpec,Pública,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Lucia,1712617361,Minsalud,Pública,Rechazado: Tiene observación disciplinaria, sera pasado a la lista negra hasta el dd/MM/yyyy,2024-11-16
Juliana,1792660972,Minterior,Civil,Rechazado: Tiene observación disciplinaria, sera pasado a la lista negra hasta el dd/MM/yyyy,2024-11-16
Espinoza,1727073689,Proteccion,Civil,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Pancho,1354906837,Colfondos,Civil,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Juana,1126707907,Colfondos,Civil,Rechazado: Alcanzó la edad para aplicar al RPM,2024-11-16
Orlando,1213341354,Old Mutual,Civil,Rechazado: Alcanzó la edad para aplicar al RPM,2024-11-16
Santiago,1086134567,Porvenir,Civil,Rechazado: En lista negra en los últimos 6 meses,2024-11-16
Anuel,1502815716,Inpec,Pública,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Dahiana,1758464797,Policia,Civil,Rechazado: Alcanzó la edad para aplicar al RPM,2024-11-16
Lucia,1765506308,Minsalud,Pública,Rechazado: Tiene observación disciplinaria, sera pasado a la lista negra hasta el dd/MM/yyyy,2024-11-16
Juliana,1893809727,Minterior,Civil,Rechazado: Tiene observación disciplinaria, sera pasado a la lista negra hasta el dd/MM/yyyy,2024-11-16
Paula,1362156777,Proteccion,Civil,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Pancho,1454367298,Colfondos,Civil,Rechazado: Alcanzó la edad para aplicar al RPM,2024-11-16
Juana,1318346587,Colfondos,Civil,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Orlando,1545438227,Old Mutual,Civil,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Santiago,1707708450,Porvenir,Civil,Rechazado: En lista negra en los últimos 6 meses,2024-11-16
Anuel,1776766723,Inpec,Pública,Rechazado: Nació y reside en Cali,2024-11-16
Dahiana,1543808674,Policia,Civil,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Lucia,1608001056,Minsalud,Pública,Rechazado: Tiene observación disciplinaria, sera pasado a la lista negra hasta el dd/MM/yyyy,2024-11-16
Juliana,1807905463,Minterior,Civil,Rechazado: Tiene observación disciplinaria, sera pasado a la lista negra hasta el dd/MM/yyyy,2024-11-16
Nicolas,1713584338,Porvenir,Civil,Rechazado: Alcanzó la edad para aplicar al RPM,2024-11-16
Espinoza,1970773496,Proteccion,Civil,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Paula,1966217562,Proteccion,Civil,Rechazado: Alcanzó la edad para aplicar al RPM,2024-11-16
Pancho,1605411731,Colfondos,Civil,Rechazado: Alcanzó la edad para aplicar al RPM,2024-11-16
Orlando,1332011525,Old Mutual,Civil,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Santiago,1517615561,Porvenir,Civil,Rechazado: En lista negra en los últimos 6 meses,2024-11-16
Anuel,1959953467,Inpec,Pública,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Lucia,1199714560,Minsalud,Pública,Rechazado: Tiene observación disciplinaria, sera pasado a la lista negra hasta el dd/MM/yyyy,2024-11-16
Juliana,1741433803,Minterior,Civil,Rechazado: Tiene observación disciplinaria, sera pasado a la lista negra hasta el dd/MM/yyyy,2024-11-16
Espinoza,1351581180,Proteccion,Civil,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Paula,1012962417,Proteccion,Civil,Rechazado: Alcanzó la edad para aplicar al RPM,2024-11-16
Pancho,1645260623,Colfondos,Civil,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Juana,1332280396,Colfondos,Civil,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Orlando,1088317113,Old Mutual,Civil,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Santiago,1812174707,Porvenir,Civil,Rechazado: En lista negra en los últimos 6 meses,2024-11-16
Anuel,1605096795,Inpec,Pública,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Lucia,1898982966,Minsalud,Pública,Rechazado: Tiene observación disciplinaria, sera pasado a la lista negra hasta el dd/MM/yyyy,2024-11-16
Juliana,1532467404,Minterior,Civil,Rechazado: Tiene observación disciplinaria, sera pasado a la lista negra hasta el dd/MM/yyyy,2024-11-16
Espinoza,1675683304,Proteccion,Civil,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Juana,1762519062,Colfondos,Civil,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Orlando,1085639373,Old Mutual,Civil,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Santiago,1302204207,Porvenir,Civil,Rechazado: En lista negra en los últimos 6 meses,2024-11-16
Anuel,1851499057,Inpec,Pública,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Dahiana,1970593647,Policia,Civil,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Lucia,1130545212,Minsalud,Pública,Rechazado: Tiene observación disciplinaria, sera pasado a la lista negra hasta el dd/MM/yyyy,2024-11-16
Juliana,1690052687,Minterior,Civil,Rechazado: Tiene observación disciplinaria, sera pasado a la lista negra hasta el dd/MM/yyyy,2024-11-16
Nicolas,1361983425,Porvenir,Civil,Rechazado: Alcanzó la edad para aplicar al RPM,2024-11-16
Espinoza,1840775013,Proteccion,Civil,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Paula,1263242708,Proteccion,Civil,Rechazado: Alcanzó la edad para aplicar al RPM,2024-11-16
Pancho,1507527646,Colfondos,Civil,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Juana,1526812297,Colfondos,Civil,Rechazado: Alcanzó la edad para aplicar al RPM,2024-11-16
Orlando,1612424070,Old Mutual,Civil,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Santiago,1320776760,Porvenir,Civil,Rechazado: En lista negra en los últimos 6 meses,2024-11-16
Anuel,1878338538,Inpec,Pública,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Dahiana,1819229586,Policia,Civil,Rechazado: Nació y reside en Cali,2024-11-16
Lucia,1758091194,Minsalud,Pública,Rechazado: Tiene observación disciplinaria, sera pasado a la lista negra hasta el dd/MM/yyyy,2024-11-16
Juliana,1297455352,Minterior,Civil,Rechazado: Tiene observación disciplinaria, sera pasado a la lista negra hasta el dd/MM/yyyy,2024-11-16
Paula,1121009241,Proteccion,Civil,Rechazado: Alcanzó la edad para aplicar al RPM,2024-11-16
Pancho,1078728537,Colfondos,Civil,Rechazado: Nació y reside en Cali,2024-11-16
Juana,1470901339,Colfondos,Civil,Rechazado: Alcanzó la edad para aplicar al RPM,2024-11-16
Orlando,1318467220,Old Mutual,Civil,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Santiago,1388096427,Porvenir,Civil,Rechazado: En lista negra en los últimos 6 meses,2024-11-16
Anuel,1648361938,Inpec,Pública,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Lucia,1142891123,Minsalud,Pública,Rechazado: Tiene observación disciplinaria, sera pasado a la lista negra hasta el dd/MM/yyyy,2024-11-16
Juliana,1022290198,Minterior,Civil,Rechazado: Tiene observación disciplinaria, sera pasado a la lista negra hasta el dd/MM/yyyy,2024-11-16
Nicolas,1504183242,Porvenir,Civil,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Paula,1726836093,Proteccion,Civil,Rechazado: Alcanzó la edad para aplicar al RPM,2024-11-16
Pancho,1057347127,Colfondos,Civil,Rechazado: Alcanzó la edad para aplicar al RPM,2024-11-16
Juana,1513262273,Colfondos,Civil,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Orlando,1813503862,Old Mutual,Civil,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Santiago,1729412929,Porvenir,Civil,Rechazado: En lista negra en los últimos 6 meses,2024-11-16
Anuel,1581660069,Inpec,Pública,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Dahiana,1071135743,Policia,Civil,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Lucia,1888108622,Minsalud,Pública,Rechazado: Tiene observación disciplinaria, sera pasado a la lista negra hasta el dd/MM/yyyy,2024-11-16
Juliana,1349026565,Minterior,Civil,Rechazado: Tiene observación disciplinaria, sera pasado a la lista negra hasta el dd/MM/yyyy,2024-11-16
Nicolas,1267285052,Porvenir,Civil,Rechazado: Alcanzó la edad para aplicar al RPM,2024-11-16
Juana,1764362399,Colfondos,Civil,Rechazado: Alcanzó la edad para aplicar al RPM,2024-11-16
Orlando,1243794903,Old Mutual,Civil,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Santiago,1482409599,Porvenir,Civil,Rechazado: En lista negra en los últimos 6 meses,2024-11-16
Anuel,1145810651,Inpec,Pública,Rechazado: Alcanzó la edad para aplicar al RPM,2024-11-16
Lucia,1750455232,Minsalud,Pública,Rechazado: Tiene observación disciplinaria, sera pasado a la lista negra hasta el dd/MM/yyyy,2024-11-16
Juliana,1008711728,Minterior,Civil,Rechazado: Tiene observación disciplinaria, sera pasado a la lista negra hasta el dd/MM/yyyy,2024-11-16
Nicolas,1782975880,Porvenir,Civil,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Espinoza,1131279534,Proteccion,Civil,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Juana,1530521025,Colfondos,Civil,Rechazado: Alcanzó la edad para aplicar al RPM,2024-11-16
Orlando,1854557095,Old Mutual,Civil,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Santiago,1575072188,Porvenir,Civil,Rechazado: En lista negra en los últimos 6 meses,2024-11-16
Anuel,1533261552,Inpec,Pública,Rechazado: Nació y reside en Cali,2024-11-16
Lucia,1086058986,Minsalud,Pública,Rechazado: Tiene observación disciplinaria, sera pasado a la lista negra hasta el dd/MM/yyyy,2024-11-16
Juliana,1300717626,Minterior,Civil,Rechazado: Tiene observación disciplinaria, sera pasado a la lista negra hasta el dd/MM/yyyy,2024-11-16
Espinoza,1069888201,Proteccion,Civil,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Paula,1677370608,Proteccion,Civil,Rechazado: Alcanzó la edad para aplicar al RPM,2024-11-16
Pancho,1423000128,Colfondos,Civil,Rechazado: Alcanzó la edad para aplicar al RPM,2024-11-16
Juana,1064033250,Colfondos,Civil,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Orlando,1085470436,Old Mutual,Civil,Rechazado: Alcanzó la edad para aplicar al RPM,2024-11-16
Santiago,1465509610,Porvenir,Civil,Rechazado: En lista negra en los últimos 6 meses,2024-11-16
Juan Villa,1433230050,Porvenir,Civil,Rechazado: Alcanzó la edad para aplicar al RPM,2024-11-16
Anuel,1097953542,Inpec,Pública,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Dahiana,1156398432,Policia,Civil,Rechazado: Alcanzó la edad para aplicar al RPM,2024-11-16
Lucia,1453927405,Minsalud,Pública,Rechazado: Tiene observación disciplinaria, sera pasado a la lista negra hasta el dd/MM/yyyy,2024-11-16
Juliana,1884810622,Minterior,Civil,Rechazado: Tiene observación disciplinaria, sera pasado a la lista negra hasta el dd/MM/yyyy,2024-11-16
Pancho,1182893198,Colfondos,Civil,Rechazado: Nació y reside en Cali,2024-11-16
Juana,1132941547,Colfondos,Civil,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Orlando,1836886522,Old Mutual,Civil,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Santiago,1628712118,Porvenir,Civil,Rechazado: En lista negra en los últimos 6 meses,2024-11-16
Anuel,1973963985,Inpec,Pública,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Lucia,1857989051,Minsalud,Pública,Rechazado: Tiene observación disciplinaria, sera pasado a la lista negra hasta el dd/MM/yyyy,2024-11-16
Juliana,1570278503,Minterior,Civil,Rechazado: Tiene observación disciplinaria, sera pasado a la lista negra hasta el dd/MM/yyyy,2024-11-16
Espinoza,1585334039,Proteccion,Civil,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Pancho,1046047800,Colfondos,Civil,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Juana,1549165801,Colfondos,Civil,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Orlando,1604267565,Old Mutual,Civil,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Santiago,1007111495,Porvenir,Civil,Rechazado: En lista negra en los últimos 6 meses,2024-11-16
Anuel,1804650268,Inpec,Pública,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Dahiana,1468425469,Policia,Civil,Rechazado: Alcanzó la edad para aplicar al RPM,2024-11-16
Lucia,1243666155,Minsalud,Pública,Rechazado: Tiene observación disciplinaria, sera pasado a la lista negra hasta el dd/MM/yyyy,2024-11-16
Juliana,1232740357,Minterior,Civil,Rechazado: Tiene observación disciplinaria, sera pasado a la lista negra hasta el dd/MM/yyyy,2024-11-16
Espinoza,1081323127,Proteccion,Civil,Rechazado: Alcanzó la edad para aplicar al RPM,2024-11-16
Pancho,1250474690,Colfondos,Civil,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Juana,1455286884,Colfondos,Civil,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Orlando,1189283674,Old Mutual,Civil,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Santiago,1527757992,Porvenir,Civil,Rechazado: En lista negra en los últimos 6 meses,2024-11-16
Anuel,1850508498,Inpec,Pública,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Dahiana,1299424419,Policia,Civil,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Lucia,1949488825,Minsalud,Pública,Rechazado: Tiene observación disciplinaria, sera pasado a la lista negra hasta el dd/MM/yyyy,2024-11-16
Juliana,1978427501,Minterior,Civil,Rechazado: Tiene observación disciplinaria, sera pasado a la lista negra hasta el dd/MM/yyyy,2024-11-16
Espinoza,1694899877,Proteccion,Civil,Rechazado: Alcanzó la edad para aplicar al RPM,2024-11-16
Pancho,1988481440,Colfondos,Civil,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Juana,1351942923,Colfondos,Civil,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Orlando,1422197671,Old Mutual,Civil,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Santiago,1809005519,Porvenir,Civil,Rechazado: En lista negra en los últimos 6 meses,2024-11-16
Anuel,1429961518,Inpec,Pública,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Dahiana,1924934180,Policia,Civil,Rechazado: Alcanzó la edad para aplicar al RPM,2024-11-16
Lucia,1132160135,Minsalud,Pública,Rechazado: Tiene observación disciplinaria, sera pasado a la lista negra hasta el dd/MM/yyyy,2024-11-16
Juliana,1806782762,Minterior,Civil,Rechazado: Tiene observación disciplinaria, sera pasado a la lista negra hasta el dd/MM/yyyy,2024-11-16
Nicolas,1160731112,Porvenir,Civil,Rechazado: Alcanzó la edad para aplicar al RPM,2024-11-16
Paula,1561444710,Proteccion,Civil,Rechazado: Alcanzó la edad para aplicar al RPM,2024-11-16
Pancho,1235058451,Colfondos,Civil,Rechazado: Alcanzó la edad para aplicar al RPM,2024-11-16
Juana,1855716191,Colfondos,Civil,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Orlando,1670259668,Old Mutual,Civil,Rechazado: Alcanzó la edad para aplicar al RPM,2024-11-16
Santiago,1308639439,Porvenir,Civil,Rechazado: En lista negra en los últimos 6 meses,2024-11-16
Anuel,1489426784,Inpec,Pública,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Lucia,1039243766,Minsalud,Pública,Rechazado: Tiene observación disciplinaria, sera pasado a la lista negra hasta el dd/MM/yyyy,2024-11-16
Juliana,1314878793,Minterior,Civil,Rechazado: Tiene observación disciplinaria, sera pasado a la lista negra hasta el dd/MM/yyyy,2024-11-16
Nicolas,1636805313,Porvenir,Civil,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Pancho,1049287382,Colfondos,Civil,Rechazado: Nació y reside en Cali,2024-11-16
Orlando,1284756336,Old Mutual,Civil,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Santiago,1096105787,Porvenir,Civil,Rechazado: En lista negra en los últimos 6 meses,2024-11-16
Anuel,1768354244,Inpec,Pública,Rechazado: Alcanzó la edad para aplicar al RPM,2024-11-16
Lucia,1216462015,Minsalud,Pública,Rechazado: Tiene observación disciplinaria, sera pasado a la lista negra hasta el dd/MM/yyyy,2024-11-16
Juliana,1610619312,Minterior,Civil,Rechazado: Tiene observación disciplinaria, sera pasado a la lista negra hasta el dd/MM/yyyy,2024-11-16
Paula,1170063700,Proteccion,Civil,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Pancho,1404777952,Colfondos,Civil,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Juana,1287084881,Colfondos,Civil,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Orlando,1908737939,Old Mutual,Civil,Rechazado: Nació y reside en Cali,2024-11-16
Santiago,1890076908,Porvenir,Civil,Rechazado: En lista negra en los últimos 6 meses,2024-11-16
Anuel,1116767716,Inpec,Pública,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Dahiana,1398882765,Policia,Civil,Rechazado: Alcanzó la edad para aplicar al RPM,2024-11-16
Lucia,1256844578,Minsalud,Pública,Rechazado: Tiene observación disciplinaria, sera pasado a la lista negra hasta el dd/MM/yyyy,2024-11-16
Juliana,1431870323,Minterior,Civil,Rechazado: Tiene observación disciplinaria, sera pasado a la lista negra hasta el dd/MM/yyyy,2024-11-16
Nicolas,1585301420,Porvenir,Civil,Rechazado: Alcanzó la edad para aplicar al RPM,2024-11-16
Espinoza,1290327074,Proteccion,Civil,Rechazado: Alcanzó la edad para aplicar al RPM,2024-11-16
Paula,1031749091,Proteccion,Civil,Rechazado: Alcanzó la edad para aplicar al RPM,2024-11-16
Pancho,1247389407,Colfondos,Civil,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Orlando,1892988794,Old Mutual,Civil,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Santiago,1281235833,Porvenir,Civil,Rechazado: En lista negra en los últimos 6 meses,2024-11-16
Anuel,1157243562,Inpec,Pública,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Lucia,1033955775,Minsalud,Pública,Rechazado: Tiene observación disciplinaria, sera pasado a la lista negra hasta el dd/MM/yyyy,2024-11-16
Juliana,1081582356,Minterior,Civil,Rechazado: Tiene observación disciplinaria, sera pasado a la lista negra hasta el dd/MM/yyyy,2024-11-16
Espinoza,1882078654,Proteccion,Civil,Rechazado: Nació y reside en Cali,2024-11-16
Pancho,1649777928,Colfondos,Civil,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Juana,1599722710,Colfondos,Civil,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Orlando,1121039418,Old Mutual,Civil,Rechazado: Alcanzó la edad para aplicar al RPM,2024-11-16
Santiago,1787689918,Porvenir,Civil,Rechazado: En lista negra en los últimos 6 meses,2024-11-16
Anuel,1139315847,Inpec,Pública,Rechazado: Alcanzó la edad para aplicar al RPM,2024-11-16
Dahiana,1379595351,Policia,Civil,Rechazado: Alcanzó la edad para aplicar al RPM,2024-11-16
Lucia,1030416913,Minsalud,Pública,Rechazado: Tiene observación disciplinaria, sera pasado a la lista negra hasta el dd/MM/yyyy,2024-11-16
Juliana,1038613469,Minterior,Civil,Rechazado: Tiene observación disciplinaria, sera pasado a la lista negra hasta el dd/MM/yyyy,2024-11-16
Espinoza,1248766058,Proteccion,Civil,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Paula,1984817392,Proteccion,Civil,Rechazado: Alcanzó la edad para aplicar al RPM,2024-11-16
Pancho,1128105436,Colfondos,Civil,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Juana,1744133912,Colfondos,Civil,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Orlando,1445331560,Old Mutual,Civil,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Santiago,1194825030,Porvenir,Civil,Rechazado: En lista negra en los últimos 6 meses,2024-11-16
Anuel,1503133104,Inpec,Pública,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Dahiana,1385253768,Policia,Civil,Rechazado: Alcanzó la edad para aplicar al RPM,2024-11-16
Lucia,1918600838,Minsalud,Pública,Rechazado: Tiene observación disciplinaria, sera pasado a la lista negra hasta el dd/MM/yyyy,2024-11-16
Juliana,1346108046,Minterior,Civil,Rechazado: Tiene observación disciplinaria, sera pasado a la lista negra hasta el dd/MM/yyyy,2024-11-16
Pancho,1651741633,Colfondos,Civil,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Juana,1556054049,Colfondos,Civil,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Orlando,1206207085,Old Mutual,Civil,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Santiago,1600401517,Porvenir,Civil,Rechazado: En lista negra en los últimos 6 meses,2024-11-16
Anuel,1402587439,Inpec,Pública,Rechazado: Alcanzó la edad para aplicar al RPM,2024-11-16
Lucia,1778158706,Minsalud,Pública,Rechazado: Tiene observación disciplinaria, sera pasado a la lista negra hasta el dd/MM/yyyy,2024-11-16
Juliana,1799676127,Minterior,Civil,Rechazado: Tiene observación disciplinaria, sera pasado a la lista negra hasta el dd/MM/yyyy,2024-11-16
Espinoza,1435039803,Proteccion,Civil,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Pancho,1223410061,Colfondos,Civil,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Juana,1384942053,Colfondos,Civil,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Orlando,1121720169,Old Mutual,Civil,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Santiago,1100895542,Porvenir,Civil,Rechazado: En lista negra en los últimos 6 meses,2024-11-16
Anuel,1423047970,Inpec,Pública,Rechazado: Supera el maximo de semanas para el fondo al que pertenece,2024-11-16
Lucia,1858849349,Minsalud,Pública,Rechazado: Tiene observación disciplinaria, sera pasado a la lista negra hasta el dd/MM/yyyy,2024-11-16
Juliana,1108395388,Minterior,Civil,Rechazado: Tiene observación disciplinaria, sera pasado a la lista negra hasta el dd/MM/yyyy,2024-11-16
Espinoza,1540542775,Proteccion,Civil,Rechazado: Alcanzó la edad para aplicar al RPM,2024-11-16
