,Nombre,Documento,Edad,Semanas_Cotizadas,Fondo,Ciudad,Pais,Detalles,Genero,En_Lista_Negra_6_Meses,Pre_pensionado
560,Elena,4316291563,23,394,Inpec,Roma,Italia,No tiene hijos en el Inpec|No tiene condecoración,Masculino,True,True
561,Carlos,8986901839,58,165,Fondo extranjero,Bangkok,Tailandia,,Femenino,True,True
562,Ana,9042957930,88,180,Old Mutual,Bangkok,Tailandia,,Masculino,False,False
563,Jorge,1814111360,97,188,Colfondos,Abu Dabi,Emiratos Árabes Unidos,,Femenino,True,False
564,Monica,7220170151,52,353,Armada,Bangkok,Tailandia,No tiene condecoración,Femenino,True,True
565,Mariana,4627050764,32,710,Colfondos,Cartagena,Colombia,,Masculino,True,True
566,Mariana,4386271100,50,430,Mininterior,Londres,Reino Unido,No tiene observación disciplinaria,Masculino,True,True
567,Elena,6115682674,18,296,Armada,Bangkok,Tailandia,Tiene condecoración,Masculino,True,False
568,Alejandro,1082356255,26,127,Porvenir,Singapur,Singapur,,Masculino,False,False
569,Alejandro,5010768611,42,64,Policía,Roma,Italia,Tiene familiares en la Policía|No es el de mayor edad,Femenino,False,True
570,Mariana,3997874635,83,418,Armada,Barcelona,España,No tiene condecoración,Femenino,False,False
571,Pablo,5679481683,36,523,Fondo extranjero,Roma,Italia,,Masculino,True,False
572,Jorge,3736180811,77,209,Armada,Singapur,Singapur,Tiene condecoración,Masculino,True,False
573,Alejandro,1975148969,34,76,Fondo extranjero,Manila,Filipinas,,Masculino,True,False
574,Mariana,7759837481,44,167,Colfondos,París,Francia,,Masculino,False,True
575,Elena,1472458149,83,368,Policía,Cartagena,Colombia,Tiene familiares en la Policía|No es el de mayor edad,Masculino,True,False
576,Carlos,1990631801,57,799,Policía,Singapur,Singapur,Tiene familiares en la Policía|No es el de mayor edad,Femenino,False,False
577,Isabel,4081979174,66,588,Protección,Barcelona,España,,Masculino,False,True
578,Isabel,6999450212,73,140,Mininterior,Londres,Reino Unido,No tiene observación disciplinaria,Femenino,False,False
579,Lucia,5369895079,67,794,Porvenir,Madrid,España,,Femenino,False,False
580,Elena,6661216316,85,386,Old Mutual,Singapur,Singapur,,Masculino,False,False
581,Elena,1823790404,39,390,Porvenir,Bangkok,Tailandia,,Femenino,True,True
582,Pablo,6873910545,22,708,Minsalud,Roma,Italia,Tiene observación disciplinaria,Femenino,False,False
583,Monica,4971859519,68,189,Porvenir,Singapur,Singapur,,Femenino,True,False
584,Lucia,3518637916,50,750,Inpec,Madrid,España,Tiene hijos en el Inpec|No tiene condecoración,Femenino,True,True
585,Jorge,8595979486,57,36,Minsalud,Abu Dabi,Emiratos Árabes Unidos,Tiene observación disciplinaria,Masculino,True,True
586,Lucia,3937633243,71,536,Mininterior,Roma,Italia,Tiene observación disciplinaria,Masculino,False,False
587,Mariana,2481284053,62,7,Porvenir,Abu Dabi,Emiratos Árabes Unidos,,Femenino,True,False
588,Lucia,6703091423,18,794,Porvenir,Barcelona,España,,Femenino,False,False
589,Elena,8617357026,26,572,Inpec,Abu Dabi,Emiratos Árabes Unidos,No tiene hijos en el Inpec|Tiene condecoración,Masculino,True,False
590,Pablo,5600351061,74,139,Colfondos,Manila,Filipinas,,Masculino,True,False
591,Mariana,6690859167,81,96,Colfondos,Madrid,España,,Femenino,False,False
592,Ana,5626507462,78,204,Minsalud,Bangkok,Tailandia,No tiene observación disciplinaria,Femenino,True,False
593,Monica,1149578729,89,664,Minsalud,Londres,Reino Unido,No tiene observación disciplinaria,Masculino,False,False
594,Lucia,1897739649,51,574,Protección,Madrid,España,,Masculino,False,True
595,Ana,4612551303,19,129,Colfondos,Londres,Reino Unido,,Masculino,False,True
596,Monica,3355851233,36,443,Minsalud,Madrid,España,No tiene observación disciplinaria,Masculino,False,True
597,Isabel,3539117659,45,408,Policía,Cartagena,Colombia,Tiene familiares en la Policía|No es el de mayor edad,Masculino,True,False
598,Mariana,3395938082,25,614,Porvenir,Roma,Italia,,Masculino,True,False
599,Jorge,7501506352,36,329,Porvenir,Londres,Reino Unido,,Masculino,False,False
600,Jorge,7038862949,23,88,Porvenir,Madrid,España,,Femenino,True,False
601,Jorge,4728171993,19,580,Protección,París,Francia,,Femenino,False,False
602,Carlos,7421417500,50,789,Colfondos,Singapur,Singapur,,Femenino,True,False
603,Ana,9151288355,24,60,Porvenir,Barcelona,España,,Masculino,False,False
604,Elena,1365980382,58,124,Fondo extranjero,Roma,Italia,,Femenino,True,False
605,Lucia,2056747556,100,502,Fondo extranjero,París,Francia,,Masculino,True,True
606,Alejandro,7056082569,87,54,Porvenir,Roma,Italia,,Masculino,True,True
607,Ana,3787376383,37,244,Mininterior,Madrid,España,Tiene observación disciplinaria,Masculino,False,True
608,Pablo,6839651849,27,107,Fondo extranjero,Barcelona,España,,Femenino,False,False
609,Pablo,2342524758,88,416,Minsalud,Bangkok,Tailandia,Tiene observación disciplinaria,Femenino,False,True
610,Elena,1471173148,85,272,Minsalud,Abu Dabi,Emiratos Árabes Unidos,No tiene observación disciplinaria,Femenino,True,False
611,Carlos,8007552871,82,403,Protección,París,Francia,,Masculino,False,True
612,Mariana,6280016195,58,417,Mininterior,París,Francia,Tiene observación disciplinaria,Femenino,False,False
613,Lucia,5650987761,27,541,Protección,Bangkok,Tailandia,,Masculino,True,True
614,Carlos,7055813902,35,593,Old Mutual,Manila,Filipinas,,Masculino,False,True
615,Alejandro,1076793203,62,102,Porvenir,Roma,Italia,,Masculino,True,True
616,Elena,9459775619,76,608,Old Mutual,Singapur,Singapur,,Masculino,False,False
617,Mariana,4904626532,27,786,Colfondos,Bangkok,Tailandia,,Masculino,True,False
618,Elena,8744264653,44,395,Colfondos,Bangkok,Tailandia,,Femenino,False,False
619,Pablo,1454647743,30,458,Mininterior,Abu Dabi,Emiratos Árabes Unidos,Tiene observación disciplinaria,Masculino,True,True
620,Jorge,3229643606,92,479,Fondo extranjero,Abu Dabi,Emiratos Árabes Unidos,,Masculino,True,True
621,Carlos,7795542817,79,412,Minsalud,Madrid,España,No tiene observación disciplinaria,Masculino,False,True
622,Pablo,2429605524,56,553,Protección,Madrid,España,,Femenino,True,True
623,Lucia,3975081298,28,557,Minsalud,Bangkok,Tailandia,No tiene observación disciplinaria,Femenino,True,True
624,Lucia,4717705626,79,534,Armada,Abu Dabi,Emiratos Árabes Unidos,Tiene condecoración,Masculino,True,False
625,Lucia,3296960479,37,714,Protección,Cartagena,Colombia,,Masculino,False,False
626,Monica,2220249275,41,711,Mininterior,Manila,Filipinas,No tiene observación disciplinaria,Femenino,True,False
627,Jorge,6699535154,32,159,Minsalud,París,Francia,No tiene observación disciplinaria,Femenino,True,True
628,Mariana,5471525141,75,456,Armada,Madrid,España,Tiene condecoración,Masculino,True,False
629,Isabel,1676194450,47,314,Colfondos,Londres,Reino Unido,,Masculino,True,False
630,Ana,2490138661,87,70,Porvenir,Abu Dabi,Emiratos Árabes Unidos,,Masculino,True,False
631,Alejandro,1272533319,33,660,Mininterior,Bangkok,Tailandia,Tiene observación disciplinaria,Femenino,True,False
632,Lucia,4299941433,27,498,Minsalud,Madrid,España,No tiene observación disciplinaria,Masculino,False,True
633,Ana,4224421547,27,580,Mininterior,París,Francia,Tiene observación disciplinaria,Femenino,True,False
634,Pablo,3104909822,54,700,Inpec,Londres,Reino Unido,Tiene hijos en el Inpec|No tiene condecoración,Masculino,False,False
635,Jorge,5267700115,40,289,Mininterior,Manila,Filipinas,No tiene observación disciplinaria,Femenino,True,True
636,Lucia,1526406734,60,590,Armada,Singapur,Singapur,Tiene condecoración,Masculino,False,True
637,Monica,4102894366,96,214,Minsalud,Bangkok,Tailandia,Tiene observación disciplinaria,Femenino,True,True
638,Jorge,2470488124,42,263,Minsalud,Bangkok,Tailandia,Tiene observación disciplinaria,Femenino,True,False
639,Ana,7329068451,23,522,Colfondos,Londres,Reino Unido,,Masculino,True,False
640,Lucia,3611277212,79,573,Fondo extranjero,Manila,Filipinas,,Femenino,False,False
641,Lucia,2447710726,73,39,Fondo extranjero,Londres,Reino Unido,,Femenino,False,True
642,Carlos,1301898332,26,314,Old Mutual,París,Francia,,Masculino,False,False
643,Monica,3088735796,35,548,Porvenir,Londres,Reino Unido,,Masculino,False,True
644,Ana,6613621945,52,196,Protección,Londres,Reino Unido,,Femenino,True,True
645,Lucia,7485020201,96,426,Policía,Abu Dabi,Emiratos Árabes Unidos,Tiene familiares en la Policía|No es el de mayor edad,Femenino,True,False
646,Elena,1801627502,43,386,Inpec,París,Francia,Tiene hijos en el Inpec|No tiene condecoración,Femenino,False,True
647,Jorge,1118800726,57,238,Old Mutual,Londres,Reino Unido,,Femenino,True,False
648,Elena,5701637229,68,210,Mininterior,Abu Dabi,Emiratos Árabes Unidos,Tiene observación disciplinaria,Femenino,False,True
649,Alejandro,7932315699,90,163,Policía,París,Francia,Tiene familiares en la Policía|No es el de mayor edad,Femenino,False,True
650,Mariana,2187728364,63,387,Porvenir,Manila,Filipinas,,Femenino,True,False
651,Monica,8275743526,40,238,Mininterior,Cartagena,Colombia,Tiene observación disciplinaria,Masculino,True,False
652,Ana,6056467566,31,257,Fondo extranjero,Barcelona,España,,Masculino,True,True
653,Pablo,1341652355,38,255,Minsalud,Madrid,España,No tiene observación disciplinaria,Masculino,False,True
654,Lucia,8819598504,91,449,Policía,Abu Dabi,Emiratos Árabes Unidos,Tiene familiares en la Policía|No es el de mayor edad,Masculino,True,False
655,Carlos,8309767176,80,453,Colfondos,Roma,Italia,,Masculino,False,True
656,Carlos,9763452138,33,74,Protección,Barcelona,España,,Femenino,True,True
657,Monica,7934252165,44,765,Minsalud,Bangkok,Tailandia,Tiene observación disciplinaria,Masculino,False,False
658,Mariana,3378092093,21,246,Armada,Singapur,Singapur,No tiene condecoración,Masculino,True,True
659,Alejandro,9949289230,37,111,Mininterior,Roma,Italia,Tiene observación disciplinaria,Masculino,False,True
660,Alejandro,2985775353,23,350,Armada,Londres,Reino Unido,Tiene condecoración,Femenino,True,True
661,Ana,7824650001,46,206,Protección,Madrid,España,,Masculino,False,False
662,Isabel,3646266458,80,462,Policía,Abu Dabi,Emiratos Árabes Unidos,Tiene familiares en la Policía|No es el de mayor edad,Femenino,False,False
663,Mariana,4425527110,59,3,Policía,Manila,Filipinas,Tiene familiares en la Policía|No es el de mayor edad,Femenino,False,True
664,Monica,2550802759,46,687,Armada,Londres,Reino Unido,Tiene condecoración,Femenino,False,False
665,Alejandro,7251028068,89,28,Protección,Cartagena,Colombia,,Masculino,False,False
666,Jorge,6745658568,76,594,Protección,Manila,Filipinas,,Masculino,True,True
667,Alejandro,4728036301,65,72,Protección,París,Francia,,Femenino,True,True
668,Pablo,4103855207,50,296,Fondo extranjero,Cartagena,Colombia,,Masculino,False,True
669,Mariana,7097657441,23,583,Armada,Londres,Reino Unido,No tiene condecoración,Masculino,False,False
670,Elena,2192267343,51,403,Mininterior,Manila,Filipinas,Tiene observación disciplinaria,Masculino,False,True
671,Ana,3976273013,91,22,Old Mutual,Londres,Reino Unido,,Masculino,True,False
672,Ana,4988270959,69,188,Old Mutual,Manila,Filipinas,,Masculino,False,False
673,Jorge,7964838008,94,353,Minsalud,Madrid,España,Tiene observación disciplinaria,Femenino,True,True
674,Pablo,7781735414,51,556,Old Mutual,Bangkok,Tailandia,,Femenino,False,True
675,Mariana,9732703106,84,85,Armada,Singapur,Singapur,No tiene condecoración,Masculino,False,True
676,Carlos,4393209322,59,614,Protección,Manila,Filipinas,,Femenino,True,False
677,Lucia,8832633376,91,767,Fondo extranjero,Bangkok,Tailandia,,Femenino,False,False
678,Alejandro,6813221636,51,351,Policía,París,Francia,Tiene familiares en la Policía|No es el de mayor edad,Femenino,True,False
679,Pablo,1914621565,79,720,Minsalud,París,Francia,Tiene observación disciplinaria,Masculino,True,False
680,Ana,7343776121,63,314,Fondo extranjero,Singapur,Singapur,,Masculino,False,False
681,Jorge,1765549212,48,98,Inpec,Singapur,Singapur,Tiene hijos en el Inpec|No tiene condecoración,Masculino,False,False
682,Carlos,7412213600,79,406,Minsalud,Singapur,Singapur,Tiene observación disciplinaria,Masculino,False,False
683,Carlos,2667430393,61,632,Old Mutual,Cartagena,Colombia,,Femenino,True,False
684,Isabel,2915504147,70,678,Armada,Londres,Reino Unido,Tiene condecoración,Masculino,True,True
685,Isabel,6481104855,40,138,Inpec,Abu Dabi,Emiratos Árabes Unidos,No tiene hijos en el Inpec|Tiene condecoración,Femenino,False,False
686,Mariana,6029819968,84,209,Inpec,Singapur,Singapur,No tiene hijos en el Inpec|Tiene condecoración,Femenino,True,True
687,Carlos,2531497843,82,215,Porvenir,Abu Dabi,Emiratos Árabes Unidos,,Femenino,False,True
688,Monica,9457430796,44,257,Protección,Abu Dabi,Emiratos Árabes Unidos,,Masculino,True,False
689,Pablo,1191934831,85,410,Protección,Abu Dabi,Emiratos Árabes Unidos,,Femenino,False,True
690,Lucia,9717362276,48,536,Inpec,Londres,Reino Unido,No tiene hijos en el Inpec|No tiene condecoración,Femenino,False,True
691,Elena,4890381280,41,59,Mininterior,Cartagena,Colombia,Tiene observación disciplinaria,Femenino,False,True
692,Isabel,2864872217,53,712,Colfondos,Cartagena,Colombia,,Femenino,True,False
693,Lucia,3158263043,78,528,Armada,París,Francia,No tiene condecoración,Femenino,True,True
694,Ana,8840285014,29,28,Mininterior,Londres,Reino Unido,Tiene observación disciplinaria,Masculino,True,False
695,Jorge,6494238776,91,264,Colfondos,París,Francia,,Femenino,False,True
696,Lucia,6080533078,67,786,Minsalud,Singapur,Singapur,Tiene observación disciplinaria,Femenino,False,True
697,Isabel,2058552650,62,365,Policía,Londres,Reino Unido,Tiene familiares en la Policía|No es el de mayor edad,Masculino,True,False
698,Carlos,1993490013,71,64,Old Mutual,Madrid,España,,Femenino,True,True
699,Monica,1193504910,32,395,Policía,Cartagena,Colombia,Tiene familiares en la Policía|No es el de mayor edad,Masculino,False,True
700,Pablo,2794696593,47,512,Fondo extranjero,Roma,Italia,,Masculino,True,True
701,Alejandro,2862093942,32,606,Protección,Madrid,España,,Masculino,False,False
702,Isabel,3646526661,65,397,Old Mutual,Manila,Filipinas,,Masculino,False,False
703,Elena,6413419881,21,771,Fondo extranjero,Manila,Filipinas,,Femenino,False,False
704,Lucia,5452945058,91,3,Armada,Manila,Filipinas,No tiene condecoración,Masculino,False,False
705,Pablo,4228334123,25,235,Porvenir,Cartagena,Colombia,,Femenino,False,True
706,Mariana,4655096040,38,452,Armada,Cartagena,Colombia,Tiene condecoración,Femenino,False,False
707,Ana,4970772859,74,85,Colfondos,Cartagena,Colombia,,Masculino,False,True
708,Pablo,6389256476,80,644,Protección,Abu Dabi,Emiratos Árabes Unidos,,Masculino,True,False
709,Mariana,6162502772,22,255,Armada,París,Francia,No tiene condecoración,Femenino,False,False
710,Mariana,9727815964,21,172,Protección,Singapur,Singapur,,Femenino,True,False
711,Alejandro,8725718327,40,273,Armada,Bangkok,Tailandia,Tiene condecoración,Femenino,False,True
712,Ana,3716751847,52,768,Mininterior,Madrid,España,Tiene observación disciplinaria,Femenino,False,False
713,Pablo,9098751004,56,135,Old Mutual,Madrid,España,,Masculino,True,False
714,Mariana,5250638496,98,517,Policía,París,Francia,Tiene familiares en la Policía|No es el de mayor edad,Femenino,False,True
715,Ana,2669565369,72,169,Inpec,Londres,Reino Unido,Tiene hijos en el Inpec|Tiene condecoración,Femenino,False,False
716,Mariana,4354854936,64,494,Inpec,Madrid,España,No tiene hijos en el Inpec|No tiene condecoración,Masculino,True,False
717,Jorge,4691140710,99,97,Colfondos,Madrid,España,,Femenino,True,True
718,Pablo,2408254705,30,211,Protección,Manila,Filipinas,,Femenino,False,False
719,Elena,4942934691,99,471,Porvenir,Singapur,Singapur,,Femenino,True,False
720,Lucia,8191713813,23,387,Protección,Cartagena,Colombia,,Masculino,False,True
721,Carlos,7182029145,57,310,Policía,Cartagena,Colombia,Tiene familiares en la Policía|No es el de mayor edad,Masculino,True,True
722,Pablo,6768821591,71,725,Old Mutual,Manila,Filipinas,,Femenino,False,True
723,Lucia,7653794144,89,734,Fondo extranjero,Madrid,España,,Masculino,False,True
724,Monica,1628767583,35,765,Minsalud,Londres,Reino Unido,Tiene observación disciplinaria,Masculino,True,False
725,Ana,7002886237,74,124,Mininterior,Londres,Reino Unido,Tiene observación disciplinaria,Masculino,False,True
726,Mariana,6465545292,91,277,Fondo extranjero,Manila,Filipinas,,Masculino,False,True
727,Mariana,4374458957,96,100,Minsalud,Barcelona,España,No tiene observación disciplinaria,Masculino,False,True
728,Pablo,6005115339,94,798,Colfondos,Madrid,España,,Femenino,False,False
729,Pablo,1801056163,34,197,Porvenir,París,Francia,,Masculino,False,True
730,Ana,4077932869,31,120,Inpec,Cartagena,Colombia,Tiene hijos en el Inpec|Tiene condecoración,Masculino,False,False
731,Lucia,1487497637,22,679,Policía,Madrid,España,Tiene familiares en la Policía|No es el de mayor edad,Masculino,True,True
732,Ana,2568717691,42,532,Policía,Singapur,Singapur,Tiene familiares en la Policía|No es el de mayor edad,Femenino,True,True
733,Jorge,4162435545,76,198,Mininterior,Singapur,Singapur,No tiene observación disciplinaria,Femenino,True,False
734,Pablo,1243270682,61,43,Colfondos,Barcelona,España,,Masculino,False,True
735,Carlos,3721558942,41,420,Colfondos,Londres,Reino Unido,,Femenino,False,True
736,Alejandro,2118634961,51,301,Mininterior,París,Francia,No tiene observación disciplinaria,Masculino,True,False
737,Alejandro,2970925932,35,719,Fondo extranjero,Madrid,España,,Masculino,True,True
738,Lucia,4218546151,71,368,Protección,Bangkok,Tailandia,,Femenino,True,True
739,Lucia,2281026275,19,421,Colfondos,Manila,Filipinas,,Femenino,False,False
740,Elena,5278828012,30,232,Colfondos,Barcelona,España,,Femenino,True,True
741,Jorge,1708963517,77,115,Colfondos,Londres,Reino Unido,,Femenino,False,True
742,Isabel,3341809402,22,329,Fondo extranjero,Abu Dabi,Emiratos Árabes Unidos,,Masculino,True,True
743,Monica,2081549684,42,290,Colfondos,Singapur,Singapur,,Femenino,True,True
744,Pablo,2774239296,29,114,Mininterior,Roma,Italia,Tiene observación disciplinaria,Masculino,True,True
745,Isabel,2000062461,80,769,Policía,Roma,Italia,Tiene familiares en la Policía|No es el de mayor edad,Masculino,True,False
746,Lucia,5772746664,99,5,Policía,París,Francia,Tiene familiares en la Policía|No es el de mayor edad,Femenino,True,True
747,Jorge,5395652314,98,223,Fondo extranjero,París,Francia,,Femenino,False,True
748,Mariana,6415906871,33,769,Fondo extranjero,Cartagena,Colombia,,Femenino,False,True
749,Lucia,2534117057,60,231,Protección,Manila,Filipinas,,Femenino,True,False
750,Mariana,3479460143,19,387,Inpec,Cartagena,Colombia,Tiene hijos en el Inpec|No tiene condecoración,Masculino,True,True
751,Elena,4513505532,97,617,Protección,Manila,Filipinas,,Femenino,False,False
752,Alejandro,6685385358,29,788,Armada,Cartagena,Colombia,No tiene condecoración,Femenino,False,True
753,Jorge,6783441561,55,312,Old Mutual,Cartagena,Colombia,,Femenino,True,True
754,Jorge,2709369114,53,114,Mininterior,Cartagena,Colombia,No tiene observación disciplinaria,Masculino,False,True
755,Alejandro,5416439715,24,556,Protección,Singapur,Singapur,,Masculino,True,False
756,Ana,6801090546,89,772,Minsalud,Barcelona,España,No tiene observación disciplinaria,Femenino,False,True
757,Mariana,2532060708,92,403,Minsalud,Manila,Filipinas,No tiene observación disciplinaria,Masculino,True,False
758,Alejandro,9188787722,95,700,Policía,Madrid,España,Tiene familiares en la Policía|No es el de mayor edad,Femenino,False,False
759,Elena,6570457832,80,705,Inpec,Madrid,España,No tiene hijos en el Inpec|No tiene condecoración,Masculino,True,False
760,Lucia,8080670370,40,354,Colfondos,Manila,Filipinas,,Femenino,True,False
761,Alejandro,1256103390,97,737,Old Mutual,Manila,Filipinas,,Femenino,False,True
762,Carlos,7348084575,23,635,Porvenir,Bangkok,Tailandia,,Masculino,True,False
763,Alejandro,3310277443,68,614,Protección,Barcelona,España,,Femenino,True,True
764,Isabel,5319645822,48,364,Inpec,Londres,Reino Unido,No tiene hijos en el Inpec|No tiene condecoración,Femenino,True,True
765,Jorge,3119068792,62,494,Mininterior,Manila,Filipinas,Tiene observación disciplinaria,Femenino,True,False
766,Ana,2675858239,49,78,Policía,Bangkok,Tailandia,Tiene familiares en la Policía|No es el de mayor edad,Masculino,True,False
767,Alejandro,4860349993,22,635,Protección,Abu Dabi,Emiratos Árabes Unidos,,Masculino,False,True
768,Pablo,5562382158,38,296,Minsalud,Barcelona,España,Tiene observación disciplinaria,Masculino,True,False
769,Carlos,6032087915,29,489,Mininterior,Abu Dabi,Emiratos Árabes Unidos,Tiene observación disciplinaria,Masculino,True,False
770,Lucia,2170600081,28,738,Armada,París,Francia,No tiene condecoración,Masculino,False,True
771,Carlos,9713267102,86,73,Minsalud,Bangkok,Tailandia,Tiene observación disciplinaria,Masculino,False,False
772,Elena,2043406608,48,238,Fondo extranjero,Abu Dabi,Emiratos Árabes Unidos,,Femenino,True,True
773,Alejandro,6449403369,53,123,Minsalud,Manila,Filipinas,Tiene observación disciplinaria,Masculino,False,True
774,Lucia,7960700496,47,652,Old Mutual,Manila,Filipinas,,Masculino,False,True
775,Ana,2421899244,86,317,Protección,Londres,Reino Unido,,Masculino,True,True
776,Elena,9642549509,85,389,Minsalud,Cartagena,Colombia,Tiene observación disciplinaria,Femenino,True,True
777,Pablo,9441958523,91,624,Protección,Singapur,Singapur,,Femenino,True,False
778,Isabel,9426140386,98,262,Colfondos,Roma,Italia,,Masculino,False,False
779,Monica,9744951936,48,696,Minsalud,Singapur,Singapur,No tiene observación disciplinaria,Femenino,True,False
780,Ana,9381011030,24,275,Protección,Londres,Reino Unido,,Masculino,True,False
781,Carlos,3864164406,76,221,Colfondos,Barcelona,España,,Masculino,True,False
782,Isabel,7095469171,57,445,Fondo extranjero,Londres,Reino Unido,,Masculino,True,True
783,Carlos,4687976199,91,405,Armada,París,Francia,Tiene condecoración,Masculino,True,False
784,Jorge,4256077942,73,773,Mininterior,Bangkok,Tailandia,No tiene observación disciplinaria,Femenino,False,True
785,Mariana,7746927394,51,258,Old Mutual,Barcelona,España,,Femenino,True,False
786,Elena,1970485675,22,1,Mininterior,París,Francia,Tiene observación disciplinaria,Femenino,True,False
787,Ana,3877591547,56,786,Porvenir,Abu Dabi,Emiratos Árabes Unidos,,Masculino,False,True
788,Isabel,6249289092,27,165,Protección,Singapur,Singapur,,Femenino,True,False
789,Pablo,1251671150,21,102,Colfondos,Cartagena,Colombia,,Masculino,True,True
790,Pablo,1320676415,82,195,Minsalud,Bangkok,Tailandia,Tiene observación disciplinaria,Masculino,False,False
791,Jorge,9224940090,48,145,Policía,Barcelona,España,Tiene familiares en la Policía|No es el de mayor edad,Femenino,True,True
792,Pablo,8443246098,46,64,Colfondos,Bangkok,Tailandia,,Masculino,False,True
793,Pablo,4481283136,24,489,Colfondos,Singapur,Singapur,,Masculino,True,True
794,Mariana,2069631061,27,690,Colfondos,Cartagena,Colombia,,Femenino,False,True
795,Pablo,5279499047,64,753,Old Mutual,Manila,Filipinas,,Femenino,True,False
796,Alejandro,9937581885,72,108,Fondo extranjero,Barcelona,España,,Femenino,False,True
797,Mariana,3220960162,47,65,Policía,Barcelona,España,Tiene familiares en la Policía|No es el de mayor edad,Femenino,True,True
798,Jorge,7485851446,21,488,Colfondos,Barcelona,España,,Femenino,False,True
799,Pablo,7252869412,57,645,Inpec,Abu Dabi,Emiratos Árabes Unidos,No tiene hijos en el Inpec|Tiene condecoración,Masculino,True,False
800,Pablo,2958187663,81,631,Policía,Manila,Filipinas,Tiene familiares en la Policía|No es el de mayor edad,Masculino,False,False
801,Jorge,8327705080,85,243,Protección,Abu Dabi,Emiratos Árabes Unidos,,Masculino,False,False
802,Mariana,2197411514,26,732,Protección,Barcelona,España,,Masculino,True,True
803,Mariana,4942902973,31,357,Colfondos,Madrid,España,,Femenino,True,False
804,Isabel,6977704785,65,512,Porvenir,Singapur,Singapur,,Masculino,True,False
805,Alejandro,6104898548,23,363,Mininterior,París,Francia,Tiene observación disciplinaria,Femenino,False,False
806,Carlos,9400873874,42,649,Colfondos,Singapur,Singapur,,Femenino,True,True
807,Mariana,5804222837,84,602,Old Mutual,Abu Dabi,Emiratos Árabes Unidos,,Femenino,False,False
808,Carlos,8314283685,86,707,Fondo extranjero,Madrid,España,,Masculino,True,True
809,Alejandro,8334721697,69,324,Fondo extranjero,Londres,Reino Unido,,Femenino,True,True
810,Jorge,4548254098,46,202,Porvenir,Barcelona,España,,Masculino,True,True
811,Monica,3798640390,36,586,Colfondos,Madrid,España,,Masculino,True,True
812,Pablo,3558151252,51,651,Colfondos,Madrid,España,,Femenino,False,True
813,Monica,6499292845,51,23,Fondo extranjero,Madrid,España,,Femenino,True,False
814,Monica,7394916332,19,324,Colfondos,Londres,Reino Unido,,Femenino,True,False
815,Pablo,9258422265,53,280,Old Mutual,París,Francia,,Femenino,False,False
816,Elena,2451783111,46,492,Mininterior,Madrid,España,No tiene observación disciplinaria,Femenino,True,False
817,Mariana,3167191797,18,677,Inpec,París,Francia,Tiene hijos en el Inpec|No tiene condecoración,Femenino,True,True
818,Carlos,4560597911,67,150,Protección,Abu Dabi,Emiratos Árabes Unidos,,Femenino,True,True
819,Jorge,8579769716,99,365,Mininterior,Roma,Italia,No tiene observación disciplinaria,Masculino,False,True
820,Monica,7577788596,64,382,Porvenir,París,Francia,,Masculino,False,True
821,Jorge,7175004857,54,455,Fondo extranjero,Abu Dabi,Emiratos Árabes Unidos,,Femenino,False,True
822,Alejandro,3049580634,55,81,Old Mutual,Singapur,Singapur,,Masculino,True,False
823,Pablo,2189629479,93,431,Minsalud,Manila,Filipinas,No tiene observación disciplinaria,Femenino,False,False
824,Ana,7266690957,96,767,Mininterior,Madrid,España,Tiene observación disciplinaria,Femenino,False,False
825,Ana,2065214101,33,29,Protección,Cartagena,Colombia,,Masculino,False,True
826,Isabel,9705274591,29,510,Protección,Cartagena,Colombia,,Masculino,False,False
827,Carlos,2780212303,37,289,Inpec,Cartagena,Colombia,Tiene hijos en el Inpec|Tiene condecoración,Masculino,False,False
828,Elena,4853354636,45,498,Minsalud,Madrid,España,Tiene observación disciplinaria,Femenino,True,False
829,Elena,7137775517,55,704,Mininterior,Manila,Filipinas,No tiene observación disciplinaria,Femenino,True,False
830,Carlos,8124399627,34,736,Colfondos,Singapur,Singapur,,Femenino,True,True
831,Isabel,8118281241,91,249,Colfondos,Manila,Filipinas,,Femenino,True,True
832,Monica,1556204186,94,282,Protección,Roma,Italia,,Femenino,True,False
833,Isabel,6637069933,88,455,Colfondos,Bangkok,Tailandia,,Masculino,False,False
834,Alejandro,4727696707,69,450,Mininterior,Singapur,Singapur,No tiene observación disciplinaria,Masculino,False,True
835,Alejandro,4765488023,92,482,Policía,Barcelona,España,Tiene familiares en la Policía|No es el de mayor edad,Masculino,False,False
836,Elena,8939837383,38,131,Armada,Londres,Reino Unido,No tiene condecoración,Femenino,True,True
837,Isabel,9313243460,77,513,Colfondos,Abu Dabi,Emiratos Árabes Unidos,,Masculino,False,True
838,Ana,8417121565,36,546,Minsalud,Bangkok,Tailandia,No tiene observación disciplinaria,Femenino,True,True
839,Monica,9580946865,42,110,Protección,París,Francia,,Masculino,True,True
840,Lucia,3079189294,97,351,Porvenir,Londres,Reino Unido,,Masculino,False,True
841,Monica,7451797448,60,505,Old Mutual,Manila,Filipinas,,Femenino,True,True
842,Lucia,9277605444,81,762,Old Mutual,Singapur,Singapur,,Masculino,True,True
843,Isabel,1324274164,67,773,Fondo extranjero,Madrid,España,,Femenino,True,False
844,Carlos,2495396999,55,714,Colfondos,Abu Dabi,Emiratos Árabes Unidos,,Masculino,True,True
