Nombre,Documento,Edad,Semanas_Cotizadas,Fondo,Ciudad,Pais
Monica,7471655249,85,743,Porvenir,Singapur,Singapur
Elena,6505061722,32,400,Protección,Londres,Reino Unido
Carlos,5867934864,76,242,Colfondos,Roma,Italia
Carlos,5272819470,94,402,Porvenir,Cartagena,Colombia
Monica,2010962559,95,555,Colfondos,Manila,Filipinas
Carlos,4275757926,26,92,Porvenir,Madrid,España
Carlos,6070283539,52,236,Skandia,Singapur,Singapur
Carlos,5799109579,68,414,Protección,Singapur,Singapur
Carlos,9064239186,82,146,Porvenir,Singapur,Singapur
Monica,6694446838,40,166,Skandia,Bangkok,Tailandia
Mariana,2782557618,33,204,Skandia,Bangkok,Tailandia
Jorge,9734473437,79,611,Skandia,Manila,Filipinas
Carlos,8501727756,40,504,Porvenir,Abu Dabi,Emiratos Árabes Unidos
Pablo,3732319469,67,711,Porvenir,Bangkok,Tailandia
Monica,2607606824,72,242,Protección,Manila,Filipinas
Lucia,5084389392,59,51,Colfondos,Londres,Reino Unido
Carlos,3650723358,28,138,Old Mutual,Singapur,Singapur
Alejandro,3274493727,50,144,Porvenir,Roma,Italia
Mariana,4333088188,71,348,Protección,Londres,Reino Unido
Monica,9499584551,80,307,Porvenir,Abu Dabi,Emiratos Árabes Unidos
Monica,4751032468,43,258,Skandia,París,Francia
Ana,7078906890,66,184,Porvenir,Abu Dabi,Emiratos Árabes Unidos
Alejandro,1158006770,97,643,Skandia,Roma,Italia
Pablo,4957338721,31,416,Skandia,París,Francia
Pablo,8233587439,54,3,Porvenir,Roma,Italia
Pablo,6301061481,56,266,Protección,Roma,Italia
Ana,6747006817,52,425,Old Mutual,Barcelona,España
Ana,7551944664,56,40,Protección,Madrid,España
Isabel,8072157090,31,103,Porvenir,Manila,Filipinas
Monica,7493090845,77,577,Protección,Singapur,Singapur
Jorge,3218131513,87,454,Old Mutual,Barcelona,España
Jorge,8417020993,56,452,Porvenir,Cartagena,Colombia
Monica,7083372735,19,409,Porvenir,París,Francia
Ana,3241452167,84,88,Porvenir,Bangkok,Tailandia
Carlos,9438412958,72,394,Porvenir,Londres,Reino Unido
Jorge,3670511739,27,474,Skandia,Abu Dabi,Emiratos Árabes Unidos
Alejandro,3416847843,67,155,Protección,Roma,Italia
Isabel,8596287471,53,615,Old Mutual,Roma,Italia
Monica,8702352130,24,411,Protección,Bangkok,Tailandia
Mariana,9123279705,18,297,Old Mutual,Cartagena,Colombia
Mariana,3158504090,40,676,Porvenir,Barcelona,España
Elena,3825298074,67,227,Old Mutual,Singapur,Singapur
Ana,3216460085,71,217,Old Mutual,Madrid,España
Carlos,9941038666,68,347,Porvenir,Abu Dabi,Emiratos Árabes Unidos
Carlos,4724539791,24,163,Skandia,Barcelona,España
Ana,8430896478,68,484,Skandia,Manila,Filipinas
Elena,4530187839,62,785,Skandia,Bangkok,Tailandia
Lucia,1587900927,88,685,Protección,Manila,Filipinas
Isabel,1381687312,70,737,Protección,Londres,Reino Unido
Pablo,4780371137,57,767,Skandia,Madrid,España
Mariana,9320796392,98,474,Colfondos,Bangkok,Tailandia
Ana,2822840402,61,191,Protección,Manila,Filipinas
Carlos,8536762210,29,445,Colfondos,Bangkok,Tailandia
Mariana,4848157702,99,65,Skandia,Manila,Filipinas
Isabel,9600276070,29,359,Protección,Londres,Reino Unido
Isabel,1224783213,77,660,Skandia,Roma,Italia
Pablo,3231712452,60,411,Protección,Bangkok,Tailandia
Isabel,1133030561,91,183,Porvenir,Singapur,Singapur
Mariana,6900654487,95,422,Protección,Manila,Filipinas
Isabel,9136815754,42,99,Porvenir,Bangkok,Tailandia
Monica,6205700074,90,204,Old Mutual,Madrid,España
Mariana,1072471440,34,708,Old Mutual,Singapur,Singapur
Elena,6898030896,34,759,Colfondos,Abu Dabi,Emiratos Árabes Unidos
Jorge,2687267640,39,705,Skandia,Manila,Filipinas
Elena,4152670054,44,444,Skandia,Barcelona,España
Carlos,7546552995,94,208,Skandia,Barcelona,España
Pablo,8850206062,78,722,Porvenir,Londres,Reino Unido
Ana,1247227486,79,173,Colfondos,Cartagena,Colombia
Ana,4121559215,51,153,Protección,Singapur,Singapur
Jorge,5120892330,76,518,Porvenir,Cartagena,Colombia
Alejandro,1338092428,92,724,Porvenir,Almaty,Kazajistán
Alejandro,8350985115,58,442,Skandia,Almaty,Kazajistán
Mariana,6688510887,43,35,Porvenir,Almaty,Kazajistán
Jorge,7608702935,49,147,Old Mutual,Almaty,Kazajistán
Lucia,4338568454,45,656,Old Mutual,Almaty,Kazajistán
Pablo,8035349639,53,126,Colfondos,Almaty,Kazajistán
Monica,5279288137,90,388,Protección,Almaty,Kazajistán
Jorge,9964827732,21,156,Old Mutual,Almaty,Kazajistán
Monica,4702875279,28,171,Skandia,Almaty,Kazajistán
Ana,9294632251,80,431,Old Mutual,Almaty,Kazajistán
Carlos,1984333172,63,336,Porvenir,Almaty,Kazajistán
Elena,9113681786,81,341,Porvenir,Almaty,Kazajistán
Jorge,3459999320,76,339,Skandia,Almaty,Kazajistán
Mariana,3995922595,24,509,Colfondos,Almaty,Kazajistán
Alejandro,5119319109,53,727,Skandia,Almaty,Kazajistán
Elena,8036041794,96,44,Old Mutual,Almaty,Kazajistán
Alejandro,5957603260,64,736,Porvenir,Almaty,Kazajistán
Jorge,6859676204,95,606,Porvenir,Almaty,Kazajistán
Elena,6120778679,19,533,Colfondos,Almaty,Kazajistán
Ana,2833316520,82,345,Porvenir,Almaty,Kazajistán
Mariana,7434821590,61,466,Colfondos,Almaty,Kazajistán
Mariana,3350388939,68,765,Old Mutual,Almaty,Kazajistán
Pablo,1193593477,57,0,Skandia,Almaty,Kazajistán
Elena,8432279833,76,509,Colfondos,Almaty,Kazajistán
Pablo,6901429061,99,672,Porvenir,Almaty,Kazajistán
Elena,2622101165,80,648,Colfondos,Almaty,Kazajistán
Carlos,3360622208,49,640,Colfondos,Almaty,Kazajistán
Ana,8380872727,34,585,Porvenir,Almaty,Kazajistán
Lucia,3655003937,65,735,Protección,Almaty,Kazajistán
Lucia,1273670312,56,616,Protección,Almaty,Kazajistán
Jorge,6442805594,53,779,Skandia,Almaty,Kazajistán
Monica,8324195616,49,357,Porvenir,Almaty,Kazajistán
Jorge,6436144613,79,655,Skandia,Almaty,Kazajistán
Monica,4482193961,46,91,Old Mutual,Almaty,Kazajistán
Isabel,4754200679,19,755,Old Mutual,Almaty,Kazajistán
Lucia,1526370997,77,635,Porvenir,Almaty,Kazajistán
Jorge,6938113675,69,380,Colfondos,Almaty,Kazajistán
Monica,4142579029,37,5,Skandia,Almaty,Kazajistán
Alejandro,5818343115,80,439,Skandia,Almaty,Kazajistán
Ana,9327816067,96,618,Porvenir,Almaty,Kazajistán
Jorge,3281704425,89,517,Protección,Islamabad,Pakistán
Lucia,8918325442,71,140,Skandia,Islamabad,Pakistán
Elena,4147513576,42,1,Old Mutual,Islamabad,Pakistán
Ana,4966998614,89,337,Old Mutual,Islamabad,Pakistán
Lucia,8856449138,82,497,Skandia,Islamabad,Pakistán
Mariana,6837148597,60,154,Skandia,Islamabad,Pakistán
Lucia,2464691804,52,390,Skandia,Islamabad,Pakistán
Lucia,6138695788,82,485,Protección,Islamabad,Pakistán
Carlos,3731845930,93,13,Old Mutual,Islamabad,Pakistán
Ana,8079302863,43,63,Protección,Islamabad,Pakistán
Lucia,5363532691,35,173,Colfondos,Islamabad,Pakistán
Jorge,8627834175,57,286,Colfondos,Islamabad,Pakistán
Lucia,8880888197,80,267,Old Mutual,Islamabad,Pakistán
Isabel,4454521449,85,426,Protección,Islamabad,Pakistán
Isabel,5609260772,90,569,Colfondos,Islamabad,Pakistán
Carlos,7917221922,79,588,Skandia,Islamabad,Pakistán
Ana,7699965187,87,612,Protección,Islamabad,Pakistán
Monica,2162594217,95,439,Protección,Islamabad,Pakistán
Monica,1917161844,40,785,Skandia,Islamabad,Pakistán
Carlos,9080103008,86,246,Old Mutual,Islamabad,Pakistán
Carlos,7451381487,74,155,Skandia,Islamabad,Pakistán
Isabel,6395169537,98,433,Colfondos,Islamabad,Pakistán
Isabel,6765592629,64,251,Old Mutual,Islamabad,Pakistán
Jorge,5481015590,26,36,Skandia,Islamabad,Pakistán
Lucia,5784107962,72,340,Old Mutual,Islamabad,Pakistán
Carlos,8666562610,87,395,Skandia,Islamabad,Pakistán
Ana,2809546998,18,759,Porvenir,Islamabad,Pakistán
Carlos,5862846133,54,312,Old Mutual,Islamabad,Pakistán
Mariana,4078488888,18,588,Protección,Islamabad,Pakistán
Monica,8129084906,95,29,Old Mutual,Islamabad,Pakistán
Elena,5694099796,90,716,Colfondos,Islamabad,Pakistán
Alejandro,6233374645,26,33,Protección,Islamabad,Pakistán
Isabel,6228646771,19,127,Skandia,Islamabad,Pakistán
Monica,6991810940,63,564,Old Mutual,Islamabad,Pakistán
Lucia,4861520884,85,687,Colfondos,Islamabad,Pakistán
Elena,2128500335,42,45,Colfondos,Islamabad,Pakistán
Pablo,6678166630,31,439,Protección,Islamabad,Pakistán
Pablo,9337827399,49,710,Porvenir,Islamabad,Pakistán
Lucia,3813213386,31,316,Porvenir,Islamabad,Pakistán
Lucia,5387474834,37,26,Colfondos,Islamabad,Pakistán
Lucia,9149601626,36,140,Old Mutual,Kabul,Afganistán
Mariana,5291003848,36,347,Protección,Kabul,Afganistán
Carlos,4203715162,89,196,Old Mutual,Kabul,Afganistán
Jorge,2892415231,79,157,Old Mutual,Kabul,Afganistán
Carlos,9156850072,82,374,Protección,Kabul,Afganistán
Ana,9665840337,26,375,Colfondos,Kabul,Afganistán
Lucia,2554056474,34,502,Skandia,Kabul,Afganistán
Lucia,5091611872,74,261,Colfondos,Kabul,Afganistán
Carlos,2208923132,29,53,Skandia,Kabul,Afganistán
Ana,6139639630,53,321,Protección,Kabul,Afganistán
Carlos,1156739091,40,724,Old Mutual,Kabul,Afganistán
Ana,9313450558,68,692,Skandia,Kabul,Afganistán
Jorge,7954924744,51,333,Colfondos,Kabul,Afganistán
Carlos,1544041465,72,168,Colfondos,Kabul,Afganistán
Lucia,6500482193,94,703,Porvenir,Kabul,Afganistán
Mariana,9167015728,44,608,Protección,Kabul,Afganistán
Mariana,6420315442,97,544,Old Mutual,Kabul,Afganistán
Jorge,6114324785,54,663,Porvenir,Kabul,Afganistán
Carlos,7972195238,30,457,Porvenir,Kabul,Afganistán
Jorge,1209779803,56,288,Skandia,Kabul,Afganistán
Lucia,6862617876,61,527,Colfondos,Kabul,Afganistán
Monica,2436699790,39,561,Porvenir,Kabul,Afganistán
Elena,2175012258,96,589,Skandia,Kabul,Afganistán
Jorge,2028373519,89,158,Old Mutual,Kabul,Afganistán
Alejandro,6944546910,34,168,Protección,Kabul,Afganistán
Isabel,2379530707,47,212,Protección,Kabul,Afganistán
Pablo,3780917461,22,246,Protección,Kabul,Afganistán
Monica,3022533547,83,6,Skandia,Kabul,Afganistán
Ana,7511455692,53,451,Old Mutual,Kabul,Afganistán
Monica,6289703672,76,355,Skandia,Kabul,Afganistán
Elena,2638311416,67,682,Protección,Kabul,Afganistán
Elena,1009970611,18,45,Porvenir,Kabul,Afganistán
Lucia,2184177367,99,774,Porvenir,Kabul,Afganistán
Monica,6166234232,28,423,Porvenir,Kabul,Afganistán
Mariana,5903840396,79,250,Old Mutual,Kabul,Afganistán
Monica,9180155601,99,655,Porvenir,Kabul,Afganistán
Monica,4694623256,80,435,Skandia,Kabul,Afganistán
Alejandro,1798858216,21,254,Porvenir,Kabul,Afganistán
Isabel,2458233360,68,707,Porvenir,Kabul,Afganistán
Jorge,8327514565,91,41,Colfondos,Kabul,Afganistán
Jorge,6090783181,77,81,Protección,Tashkent,Uzbekistán
Carlos,6035227809,46,699,Skandia,Tashkent,Uzbekistán
Elena,6376573506,100,633,Protección,Tashkent,Uzbekistán
Elena,7502974027,71,554,Skandia,Tashkent,Uzbekistán
Lucia,2964586976,82,473,Porvenir,Tashkent,Uzbekistán
Elena,3953143228,23,109,Protección,Tashkent,Uzbekistán
Alejandro,2497913850,54,113,Protección,Tashkent,Uzbekistán
Monica,1424474966,80,364,Protección,Tashkent,Uzbekistán
Lucia,9781178429,100,642,Skandia,Tashkent,Uzbekistán
Jorge,4085953622,40,596,Porvenir,Tashkent,Uzbekistán
Jorge,3860405014,77,509,Old Mutual,Tashkent,Uzbekistán
Lucia,6346662894,81,48,Protección,Tashkent,Uzbekistán
Alejandro,5852659780,31,35,Skandia,Tashkent,Uzbekistán
Jorge,3627530982,96,355,Old Mutual,Tashkent,Uzbekistán
Monica,8047428231,38,427,Protección,Tashkent,Uzbekistán
Mariana,1541523148,31,754,Protección,Tashkent,Uzbekistán
Isabel,5685330201,70,754,Porvenir,Tashkent,Uzbekistán
Mariana,3596302210,50,695,Protección,Tashkent,Uzbekistán
Isabel,4490594690,72,761,Old Mutual,Tashkent,Uzbekistán
Elena,6944445938,30,704,Porvenir,Tashkent,Uzbekistán
Ana,9302185213,33,447,Protección,Tashkent,Uzbekistán
Mariana,2765402314,55,560,Skandia,Tashkent,Uzbekistán
Alejandro,3370413298,72,524,Skandia,Tashkent,Uzbekistán
Ana,5206067828,87,797,Old Mutual,Tashkent,Uzbekistán
Ana,9169731252,95,698,Skandia,Tashkent,Uzbekistán
Lucia,2797712542,68,116,Porvenir,Tashkent,Uzbekistán
Lucia,2190915904,68,644,Old Mutual,Tashkent,Uzbekistán
Monica,6857767003,25,250,Old Mutual,Tashkent,Uzbekistán
Carlos,6769626261,80,103,Porvenir,Tashkent,Uzbekistán
Monica,8862309920,39,233,Skandia,Tashkent,Uzbekistán
Carlos,7583732043,50,475,Skandia,Tashkent,Uzbekistán
Mariana,3182592302,35,718,Protección,Tashkent,Uzbekistán
Lucia,6186617769,78,737,Porvenir,Tashkent,Uzbekistán
Lucia,3867073076,32,667,Skandia,Tashkent,Uzbekistán
Alejandro,7847538625,78,177,Old Mutual,Tashkent,Uzbekistán
Carlos,5698545496,60,54,Porvenir,Tashkent,Uzbekistán
Elena,9732092618,54,706,Protección,Tashkent,Uzbekistán
Jorge,7598135445,52,69,Old Mutual,Tashkent,Uzbekistán
Ana,1441179793,90,717,Skandia,Tashkent,Uzbekistán
Alejandro,7528451796,90,110,Colfondos,Tashkent,Uzbekistán
Jorge,9836531748,64,506,Colfondos,Dushanbe,Tayikistán
Ana,1631652311,47,156,Skandia,Dushanbe,Tayikistán
Pablo,1062166483,97,178,Protección,Dushanbe,Tayikistán
Ana,2223490470,81,725,Colfondos,Dushanbe,Tayikistán
Alejandro,9966524760,48,412,Protección,Dushanbe,Tayikistán
Mariana,9471590120,28,691,Colfondos,Dushanbe,Tayikistán
Monica,7978845955,74,294,Old Mutual,Dushanbe,Tayikistán
Ana,2209653974,43,102,Porvenir,Dushanbe,Tayikistán
Isabel,6457788246,78,271,Skandia,Dushanbe,Tayikistán
Pablo,4388519693,78,433,Colfondos,Dushanbe,Tayikistán
Ana,7687286259,37,646,Old Mutual,Dushanbe,Tayikistán
Pablo,6258058858,77,459,Colfondos,Dushanbe,Tayikistán
Ana,1368445892,62,5,Protección,Dushanbe,Tayikistán
Lucia,4936564075,90,160,Porvenir,Dushanbe,Tayikistán
Mariana,6219054560,80,491,Skandia,Dushanbe,Tayikistán
Isabel,4021285076,29,280,Colfondos,Dushanbe,Tayikistán
Ana,9284804005,45,331,Protección,Dushanbe,Tayikistán
Isabel,4911834721,59,785,Old Mutual,Dushanbe,Tayikistán
Isabel,1015951461,64,266,Skandia,Dushanbe,Tayikistán
Monica,5597190379,74,380,Old Mutual,Dushanbe,Tayikistán
Monica,5466625022,96,107,Skandia,Dushanbe,Tayikistán
Pablo,9640455254,82,164,Skandia,Dushanbe,Tayikistán
Jorge,8274575629,91,750,Porvenir,Dushanbe,Tayikistán
Carlos,9951217841,53,32,Old Mutual,Dushanbe,Tayikistán
Carlos,6798593815,19,203,Old Mutual,Dushanbe,Tayikistán
Lucia,5590332266,30,416,Protección,Dushanbe,Tayikistán
Pablo,2000590514,92,29,Old Mutual,Dushanbe,Tayikistán
Jorge,5000735889,83,265,Skandia,Dushanbe,Tayikistán
Pablo,2967194303,86,1,Protección,Dushanbe,Tayikistán
Lucia,5119542595,53,88,Porvenir,Dushanbe,Tayikistán
Elena,1615006681,27,779,Skandia,Dushanbe,Tayikistán
Alejandro,9769721975,77,207,Protección,Dushanbe,Tayikistán
Lucia,6351414885,75,522,Colfondos,Dushanbe,Tayikistán
Monica,5096386420,48,282,Skandia,Dushanbe,Tayikistán
Elena,9918409536,29,169,Colfondos,Dushanbe,Tayikistán
Monica,3495287851,90,393,Colfondos,Dushanbe,Tayikistán
Ana,2206755861,26,196,Porvenir,Dushanbe,Tayikistán
Isabel,9029939522,23,199,Skandia,Dushanbe,Tayikistán
Jorge,8288585143,99,366,Porvenir,Dushanbe,Tayikistán
Mariana,4309979830,77,596,Colfondos,Dushanbe,Tayikistán
